date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:53	2405/2405	---M-Z	200	added ('OK')	text/xml	date:Tue,%2029%20Jul%202025%2015:50:53%20GMT	https://lacunafund.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flacunafund.org%2F&format=xml	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-json/oembed/1.0/embed4765	(from https://lacunafund.org/)
17:50:53	326/326	---M--	200	added ('OK')	image/png	etag:%2264ff8889-146%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-32x32.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-32x32.png	(from https://lacunafund.org/)
17:50:54	787/787	---M--	200	added ('OK')	image/png	etag:%2264ff8889-313%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-192x192.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-192x192.png	(from https://lacunafund.org/)
17:50:55	713/713	---M--	200	added ('OK')	image/png	etag:%2264ff8888-2c9%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-180x180.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/cropped-Small-LacunaFund-Avatar-4C-WhiteBG-1-180x180.png	(from https://lacunafund.org/)
17:50:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jul%202025%2015:50:56%20GMT	http://lacunafund.org/?wordfence_syncAttackData=1753796948.5501	/Users/vima/websites/lacuna-fund/lacunafund.org/index9218.html	(from https://lacunafund.org/)
17:50:56	2226/2226	---M--	200	added ('OK')	image/png	etag:%2268880b83-8b2%22	https://lacunafund.org/wp-content/plugins/wpfront-notification-bar/images/arrow_down.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/wpfront-notification-bar/images/arrow_down.png	(from https://lacunafund.org/)
17:50:57	2183/2183	---M--	200	added ('OK')	image/png	etag:%2268880b83-887%22	https://lacunafund.org/wp-content/plugins/wpfront-notification-bar/images/arrow_up.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/wpfront-notification-bar/images/arrow_up.png	(from https://lacunafund.org/)
17:50:58	1629/1629	---M--	200	added ('OK')	image/png	etag:%226509ee7a-65d%22	https://lacunafund.org/wp-content/uploads/sites/11/2023/09/RESIZE_2_LacunaFund-Alt2-Tag-1.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2023/09/RESIZE_2_LacunaFund-Alt2-Tag-1.png	(from https://lacunafund.org/)
17:51:00	128297/128297	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:00%20GMT	https://lacunafund.org/about/	/Users/vima/websites/lacuna-fund/lacunafund.org/about/index.html	(from https://lacunafund.org/)
17:51:00	954347/954347	---M--	200	added ('OK')	image/png	etag:%2264ff8880-e8feb%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/Brazil-USGS-small-ATTRIBUTION-w-treatment.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/Brazil-USGS-small-ATTRIBUTION-w-treatment.png	(from https://lacunafund.org/)
17:51:00	127174/127174	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:00%20GMT	https://lacunafund.org/governance/	/Users/vima/websites/lacuna-fund/lacunafund.org/governance/index.html	(from https://lacunafund.org/)
17:51:00	105183/105183	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:00%20GMT	https://lacunafund.org/steering-committee/	/Users/vima/websites/lacuna-fund/lacunafund.org/steering-committee/index.html	(from https://lacunafund.org/)
17:51:01	49232/49232	---M--	200	added ('OK')	image/png	etag:%2267042d61-c050%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/06/RF_logo_screen_green-e1728327005172-1024x445.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/06/RF_logo_screen_green-e1728327005172-1024x445.png	(from https://lacunafund.org/)
17:51:02	126612/126612	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:02%20GMT	https://lacunafund.org/datasets/agriculture/	/Users/vima/websites/lacuna-fund/lacunafund.org/datasets/agriculture/index.html	(from https://lacunafund.org/)
17:51:02	108233/108233	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:02%20GMT	https://lacunafund.org/datasets/	/Users/vima/websites/lacuna-fund/lacunafund.org/datasets/index.html	(from https://lacunafund.org/)
17:51:02	117444/117444	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:02%20GMT	https://lacunafund.org/technical-advisory-panels/	/Users/vima/websites/lacuna-fund/lacunafund.org/technical-advisory-panels/index.html	(from https://lacunafund.org/)
17:51:03	4258/4258	---M--	200	added ('OK')	image/png	etag:%226557db32-10a2%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/06/Google.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/06/Google.png	(from https://lacunafund.org/)
17:51:04	112797/112797	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:04%20GMT	https://lacunafund.org/funders/	/Users/vima/websites/lacuna-fund/lacunafund.org/funders/index.html	(from https://lacunafund.org/)
17:51:04	122662/122662	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:04%20GMT	https://lacunafund.org/datasets/health/	/Users/vima/websites/lacuna-fund/lacunafund.org/datasets/health/index.html	(from https://lacunafund.org/)
17:51:04	116014/116014	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:04%20GMT	https://lacunafund.org/datasets/climate/	/Users/vima/websites/lacuna-fund/lacunafund.org/datasets/climate/index.html	(from https://lacunafund.org/)
17:51:04	191175/191175	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:04%20GMT	https://lacunafund.org/datasets/language/	/Users/vima/websites/lacuna-fund/lacunafund.org/datasets/language/index.html	(from https://lacunafund.org/)
17:51:05	4271/4271	---M--	200	added ('OK')	image/png	etag:%22670436f3-10af%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/06/IDRC-1.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/06/IDRC-1.png	(from https://lacunafund.org/)
17:51:06	6400/6400	---M--	200	added ('OK')	image/png	etag:%22670436e9-1900%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/06/GIZ.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/06/GIZ.png	(from https://lacunafund.org/)
17:51:07	116935/116935	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:07%20GMT	https://lacunafund.org/climate/	/Users/vima/websites/lacuna-fund/lacunafund.org/climate/index.html	(from https://lacunafund.org/)
17:51:07	112484/112484	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:07%20GMT	https://lacunafund.org/health/	/Users/vima/websites/lacuna-fund/lacunafund.org/health/index.html	(from https://lacunafund.org/)
17:51:07	115595/115595	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:07%20GMT	https://lacunafund.org/agriculture/	/Users/vima/websites/lacuna-fund/lacunafund.org/agriculture/index.html	(from https://lacunafund.org/)
17:51:07	138035/138035	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:07%20GMT	https://lacunafund.org/apply/	/Users/vima/websites/lacuna-fund/lacunafund.org/apply/index.html	(from https://lacunafund.org/)
17:51:08	3880/3880	---M--	200	added ('OK')	image/png	etag:%2267043705-f28%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/02/wellcome-sized-for-web.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/02/wellcome-sized-for-web.png	(from https://lacunafund.org/)
17:51:09	31976/31976	---M--	200	added ('OK')	image/jpeg	etag:%226557db5d-7ce8%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/06/MooreFoundation.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/06/MooreFoundation.jpg	(from https://lacunafund.org/)
17:51:10	125535/125535	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:10%20GMT	https://lacunafund.org/resources/	/Users/vima/websites/lacuna-fund/lacunafund.org/resources/index.html	(from https://lacunafund.org/)
17:51:10	125753/125753	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:10%20GMT	https://lacunafund.org/agriculture-resources/	/Users/vima/websites/lacuna-fund/lacunafund.org/agriculture-resources/index.html	(from https://lacunafund.org/)
17:51:10	110626/110626	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:10%20GMT	https://lacunafund.org/language/	/Users/vima/websites/lacuna-fund/lacunafund.org/language/index.html	(from https://lacunafund.org/)
17:51:10	161235/161235	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:10%20GMT	https://lacunafund.org/language-resources/	/Users/vima/websites/lacuna-fund/lacunafund.org/language-resources/index.html	(from https://lacunafund.org/)
17:51:11	2956/2956	---M--	200	added ('OK')	image/png	etag:%22670436f0-b8c%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/02/PJMF.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/02/PJMF.png	(from https://lacunafund.org/)
17:51:12	9235/9235	---M--	200	added ('OK')	image/png	etag:%2265c14a66-2413%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/02/RWJF-Logo.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/02/RWJF-Logo.png	(from https://lacunafund.org/)
17:51:13	58461/58461	---M--	200	added ('OK')	image/jpeg	etag:%22663c0d3f-e45d%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A0162-1-1-scaled-e1715211580772-1024x500.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A0162-1-1-scaled-e1715211580772-1024x500.jpg	(from https://lacunafund.org/)
17:51:14	115047/115047	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:13%20GMT	https://lacunafund.org/climate-resources/	/Users/vima/websites/lacuna-fund/lacunafund.org/climate-resources/index.html	(from https://lacunafund.org/)
17:51:14	122374/122374	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:13%20GMT	https://lacunafund.org/health-resources/	/Users/vima/websites/lacuna-fund/lacunafund.org/health-resources/index.html	(from https://lacunafund.org/)
17:51:14	107453/107453	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:13%20GMT	https://lacunafund.org/news/	/Users/vima/websites/lacuna-fund/lacunafund.org/news/index.html	(from https://lacunafund.org/)
17:51:14	67807/67807	---M--	200	added ('OK')	image/jpeg	etag:%22663c0d85-108df%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A9515-1-scaled-e1715211651120-1024x626.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A9515-1-scaled-e1715211651120-1024x626.jpg	(from https://lacunafund.org/)
17:51:15	81310/81310	---M--	200	added ('OK')	image/jpeg	etag:%22663c0dae-13d9e%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A9805-1-scaled-e1715211692315-1024x605.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A9805-1-scaled-e1715211692315-1024x605.jpg	(from https://lacunafund.org/)
17:51:16	1304/1304	---M--	200	added ('OK')	image/png	etag:%2264ff8883-518%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/MI_Logo_R_RGB_White-160x58.png	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/MI_Logo_R_RGB_White-160x58.png	(from https://lacunafund.org/)
17:51:17	59016/59016	---M-Z	200	added ('OK')	text/css	etag:W/%2268880b85-e688%22	https://lacunafund.org/wp-includes/css/dashicons.min.css?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-includes/css/dashicons.min6c2d.css	(from https://lacunafund.org/)
17:51:18	46642/46642	---M-Z	200	added ('OK')	text/css	etag:W/%2268880b7f-b632%22	https://lacunafund.org/wp-content/plugins/ninja-forms/assets/css/display-opinions-light.css?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ninja-forms/assets/css/display-opinions-light6c2d.css	(from https://lacunafund.org/)
17:51:19	27466/27466	---M-Z	200	added ('OK')	text/css	etag:W/%2268880b81-6b4a%22	https://lacunafund.org/wp-content/plugins/ninja-forms/assets/css/font-awesome.min.css?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ninja-forms/assets/css/font-awesome.min6c2d.css	(from https://lacunafund.org/)
17:51:20	68963/68963	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b81-10d63%22	https://lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/bootstrap.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/bootstrap6c2d.js	(from https://lacunafund.org/)
17:51:21	8839/8839	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b81-2287%22	https://lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/waypoint.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/waypoint6c2d.js	(from https://lacunafund.org/)
17:51:22	155/155	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b7f-9b%22	https://lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/counter_nscript.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/counter_nscript6c2d.js	(from https://lacunafund.org/)
17:51:23	1394/1394	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b81-572%22	https://lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/jquery.counterup.min.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/counter-number-pro/assets/js/jquery.counterup.min6c2d.js	(from https://lacunafund.org/)
17:51:24	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-53d8%22	https://lacunafund.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-includes/js/jquery/ui/core.minb37e.js	(from https://lacunafund.org/)
17:51:25	3089/3089	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b80-c11%22	https://lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min6c2d.js	(from https://lacunafund.org/)
17:51:26	11484/11484	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-2cdc%22	https://lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min6c2d.js	(from https://lacunafund.org/)
17:51:27	1472/1472	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-5c0%22	https://lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-min.js?ver=6.8.2	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-min6c2d.js	(from https://lacunafund.org/)
17:51:28	33932/33932	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b80-848c%22	https://lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/custom.js?ver=2.9.5	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ultimate-social-media-icons/js/custom76ed.js	(from https://lacunafund.org/)
17:51:29	70707/70707	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b85-11433%22	https://lacunafund.org/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.21	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-includes/js/dist/vendor/lodash.mind1d1.js	(from https://lacunafund.org/)
17:51:30	244/244	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-f4%22	https://lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/575.9ffd3f.js	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/575.9ffd3f.js	(from https://lacunafund.org/)
17:51:32	337839/337839	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b81-527af%22	https://lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/145.c7708b.js	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/145.c7708b.js	(from https://lacunafund.org/)
17:51:32	50893/50893	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-c6cd%22	https://lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/app.8035fa.js	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/themes/meridian-microsite-theme/public/js/app.8035fa.js	(from https://lacunafund.org/)
17:51:33	18905/18905	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b85-49d9%22	https://lacunafund.org/wp-includes/js/underscore.min.js?ver=1.13.7	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-includes/js/underscore.min3ab8.js	(from https://lacunafund.org/)
17:51:34	24301/24301	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b83-5eed%22	https://lacunafund.org/wp-includes/js/backbone.min.js?ver=1.6.0	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-includes/js/backbone.minaff7.js	(from https://lacunafund.org/)
17:51:35	65188/65188	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b7f-fea4%22	https://lacunafund.org/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps.js?ver=3.10.4	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps7f22.js	(from https://lacunafund.org/)
17:51:36	108493/108493	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2268880b81-1a7cd%22	https://lacunafund.org/wp-content/plugins/ninja-forms/assets/js/min/front-end.js?ver=3.10.4	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/plugins/ninja-forms/assets/js/min/front-end7f22.js	(from https://lacunafund.org/)
17:51:39	5459/5459	---M-Z	200	added ('OK')	application/json	date:Tue,%2029%20Jul%202025%2015:51:39%20GMT	https://lacunafund.org/fr/wp-json/wp/v2/pages/1338	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/wp-json/wp/v2/pages/1338.json	(from https://lacunafund.org/fr/)
17:51:40	443233/443233	---M-Z	200	added ('OK')	application/json	date:Tue,%2029%20Jul%202025%2015:51:40%20GMT	https://lacunafund.org/fr/wp-json/	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/wp-json/index.html	(from https://lacunafund.org/fr/)
17:51:41	1975/1975	---M-Z	200	added ('OK')	application/json	date:Tue,%2029%20Jul%202025%2015:51:41%20GMT	https://lacunafund.org/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flacunafund.org%2Ffr%2F	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/wp-json/oembed/1.0/embed15ac.json	(from https://lacunafund.org/fr/)
17:51:43	2119/2119	---M-Z	200	added ('OK')	text/xml	date:Tue,%2029%20Jul%202025%2015:51:44%20GMT	https://lacunafund.org/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flacunafund.org%2Ffr%2F&format=xml	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/wp-json/oembed/1.0/embed8a30	(from https://lacunafund.org/fr/)
17:51:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jul%202025%2015:51:44%20GMT	http://lacunafund.org/fr/?wordfence_syncAttackData=1753804240.1044	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/index9d94.html	(from https://lacunafund.org/fr/)
17:51:44	4014/4014	---M--	200	added ('OK')	image/jpeg	etag:%2264ff8882-fae%22	https://lacunafund.org/wp-content/uploads/sites/11/2020/07/LacunaFund-Alt2-Tag-web.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2020/07/LacunaFund-Alt2-Tag-web.jpg	(from https://lacunafund.org/fr/)
17:51:45	108185/108185	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2015:51:44%20GMT	https://lacunafund.org/fr/climat/	/Users/vima/websites/lacuna-fund/lacunafund.org/fr/climat/index.html	(from https://lacunafund.org/fr/)
17:51:46	29118/29118	---M--	200	added ('OK')	image/jpeg	etag:%22663c09a9-71be%22	https://lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A0162-1-1-1024x683.jpg	/Users/vima/websites/lacuna-fund/lacunafund.org/wp-content/uploads/sites/11/2024/05/compress_2H6A0162-1-1-1024x683.jpg	(from https://lacunafund.org/fr/)
